# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  3 06:03:27 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
loc_rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,st_dist,st_teff,st_mass
695,HD 8535,Radial Velocity,1,1313.00000000,2.450000,52.50,6136.00,1.13
696,HD 85390,Radial Velocity,1,788.00000000,1.520000,33.96,5186.00,0.76
697,HD 85512,Radial Velocity,1,58.43000000,0.260000,11.15,4715.00,0.69
698,HD 8574,Radial Velocity,1,227.00000000,0.757000,44.20,6050.00,1.12
699,HD 86081,Radial Velocity,1,2.13750000,0.035000,91.16,,1.21
700,HD 86226,Radial Velocity,1,1695.00000000,2.840000,42.48,5903.00,1.06
701,HD 86264,Radial Velocity,1,1475.00000000,2.860000,72.57,6210.00,1.42
702,HD 8673,Radial Velocity,1,1634.00000000,3.020000,38.26,,
703,HD 86950,Radial Velocity,1,1270.00000000,2.720000,169.00,4805.00,1.66
704,HD 87646,Radial Velocity,1,13.48100000,0.117000,73.58,5770.00,1.12
705,HD 87883,Radial Velocity,1,2754.00000000,3.600000,18.06,4980.00,0.82
706,HD 88133,Radial Velocity,1,3.41486740,0.046910,74.46,5438.00,1.18
707,HD 89307,Radial Velocity,1,2157.00000000,3.270000,30.88,5950.00,1.03
708,HD 89744,Radial Velocity,1,256.78000000,0.918000,39.00,6291.00,1.56
709,HD 90156,Radial Velocity,1,49.77000000,0.250000,22.09,5599.00,0.84
710,HD 9174,Radial Velocity,1,1179.00000000,2.200000,78.93,5577.00,1.03
711,HD 92788,Radial Velocity,1,325.00000000,0.960000,32.32,5821.00,1.10
712,HD 93083,Radial Velocity,1,143.58000000,0.477000,28.90,4995.00,0.70
713,HD 9446,Radial Velocity,2,30.05200000,0.189000,52.85,5793.00,1.00
714,HD 9446,Radial Velocity,2,192.90000000,0.654000,52.85,5793.00,1.00
715,HD 95086,Imaging,1,,55.700000,91.57,,1.60
716,HD 95089,Radial Velocity,1,507.00000000,1.510000,149.03,5002.00,1.58
717,HD 95127,Radial Velocity,1,482.00000000,1.280000,332.00,4218.00,1.20
718,HD 95872,Radial Velocity,1,4375.00000000,5.200000,7.56,5312.00,0.95
719,HD 96063,Radial Velocity,1,361.10000000,0.990000,132.80,5148.00,1.02
720,HD 96127,Radial Velocity,1,647.30000000,1.400000,221.24,4152.00,0.91
721,HD 96167,Radial Velocity,1,498.90000000,1.300000,84.03,5770.00,1.31
722,HD 97658,Radial Velocity,1,9.49090000,0.079600,21.30,5119.00,0.75
723,HD 98219,Radial Velocity,1,436.90000000,1.230000,150.38,4992.00,1.30
724,HD 98649,Radial Velocity,1,4951.00000000,5.600000,42.77,5759.00,1.00
725,HD 99109,Radial Velocity,1,439.30000000,1.105000,60.46,5272.00,0.93
726,HD 99492,Radial Velocity,1,17.05400000,0.123000,55.70,4929.00,0.85
727,HD 99706,Radial Velocity,1,868.00000000,2.140000,130.89,4932.00,1.72
728,HIP 105854,Radial Velocity,1,184.20000000,0.810000,84.60,4780.00,2.10
729,HIP 107773,Radial Velocity,1,144.30000000,0.720000,103.63,4945.00,2.42
730,HIP 109384,Radial Velocity,1,499.48000000,1.134000,56.20,5180.00,0.78
731,HIP 109600,Radial Velocity,1,232.08000000,0.706000,58.60,5530.00,0.87
732,HIP 116454,Transit,1,9.12050000,0.090600,55.20,5089.00,0.78
733,HIP 12961,Radial Velocity,1,57.43500000,0.250000,23.80,,
734,HIP 14810,Radial Velocity,3,6.67385500,0.069200,52.88,5485.00,0.99
735,HIP 14810,Radial Velocity,3,147.73000000,0.545000,52.88,5485.00,0.99
736,HIP 14810,Radial Velocity,3,952.00000000,1.890000,52.88,5485.00,0.99
737,HIP 41378,Transit,5,15.57120000,,116.14,6199.00,1.15
738,HIP 41378,Transit,5,31.69780000,,116.14,6199.00,1.15
739,HIP 41378,Transit,5,156.00000000,,116.14,6199.00,1.15
740,HIP 41378,Transit,5,131.00000000,,116.14,6199.00,1.15
741,HIP 41378,Transit,5,324.00000000,,116.14,6199.00,1.15
742,HIP 5158,Radial Velocity,2,345.72000000,0.890000,44.80,4962.00,0.78
743,HIP 5158,Radial Velocity,2,9017.76000000,7.700000,44.80,4962.00,0.78
744,HIP 57274,Radial Velocity,3,8.13520000,0.070000,25.87,4640.00,0.73
745,HIP 57274,Radial Velocity,3,32.03000000,0.178000,25.87,4640.00,0.73
746,HIP 57274,Radial Velocity,3,431.70000000,1.010000,25.87,4640.00,0.73
747,HIP 63242,Radial Velocity,1,124.60000000,0.565000,149.25,4830.00,1.54
748,HIP 65407,Radial Velocity,2,28.12500000,0.177000,55.50,5460.00,0.93
749,HIP 65407,Radial Velocity,2,67.30000000,0.316000,55.50,5460.00,0.93
750,HIP 65426,Imaging,1,,92.000000,111.40,8840.00,1.96
751,HIP 65891,Radial Velocity,1,1084.50000000,2.810000,136.05,5000.00,2.50
752,HIP 67537,Radial Velocity,1,2556.50000000,4.910000,112.60,4985.00,2.41
753,HIP 67851,Radial Velocity,2,88.90000000,0.460000,65.96,4890.00,1.63
754,HIP 67851,Radial Velocity,2,2131.80000000,3.820000,65.96,4890.00,1.63
755,HIP 70849,Radial Velocity,1,17337.50000000,20.250000,23.98,4105.00,0.63
756,HIP 74890,Radial Velocity,1,822.30000000,2.100000,91.49,4850.00,1.74
757,HIP 75458,Radial Velocity,1,511.09800000,1.275000,31.33,4530.00,1.05
758,HIP 78530,Imaging,1,,740.000000,156.70,10500.00,2.50
759,HIP 79431,Radial Velocity,1,111.70000000,0.360000,14.90,,
760,HIP 8541,Radial Velocity,1,1560.20000000,2.800000,168.63,4670.00,1.17
761,HIP 91258,Radial Velocity,1,5.05050000,0.057000,44.46,5519.00,0.95
762,HIP 97233,Radial Velocity,1,1058.80000000,2.550000,106.50,5020.00,1.93
763,HN Peg,Imaging,1,,773.000000,18.39,,
764,HR 2562,Imaging,1,,20.300000,33.63,,1.30
765,HR 810,Radial Velocity,1,312.00000000,0.910000,17.24,,1.03
766,HR 8799,Imaging,4,170000.00000000,68.000000,39.40,,1.51
767,HR 8799,Imaging,4,69000.00000000,38.000000,39.40,,1.51
768,HR 8799,Imaging,4,37000.00000000,24.000000,39.40,,1.51
769,HR 8799,Imaging,4,18000.00000000,14.500000,39.40,,1.51
770,K2-10,Transit,1,19.30440000,,,5620.00,0.92
771,K2-100,Transit,1,1.67391600,,,6120.00,1.18
772,K2-101,Transit,1,14.67728600,,,4819.00,0.80
773,K2-102,Transit,1,9.91561500,,,4695.00,0.77
774,K2-104,Transit,1,1.97423800,0.023000,,3546.46,0.43
775,K2-105,Transit,1,8.26690200,0.081000,,5434.00,1.01
776,K2-107,Transit,1,3.31392000,0.048000,,6030.00,1.30
777,K2-108,Transit,1,4.73401000,0.057300,,5474.00,1.12
778,K2-11,Transit,1,39.93767000,0.225700,,5433.00,1.35
779,K2-110,Transit,1,13.86375000,0.102100,,5010.00,0.74
780,K2-111,Transit,1,5.35117000,0.062100,,5730.00,0.88
781,K2-113,Transit,1,5.81760800,0.055800,,5627.00,1.01
782,K2-114,Transit,1,11.39109000,0.093090,,5027.00,0.83
783,K2-115,Transit,1,20.27303400,0.136700,,5560.00,0.83
784,K2-116,Transit,1,4.65541100,0.048000,56.15,4348.35,0.69
785,K2-117,Transit,2,1.29150500,0.019000,100.00,3842.12,0.58
786,K2-117,Transit,2,5.44482000,0.051000,100.00,3842.12,0.58
787,K2-118,Transit,1,50.92092000,0.245000,,4726.29,0.76
788,K2-119,Transit,1,7.72857800,0.070000,,4752.80,0.76
789,K2-12,Transit,1,8.28212000,0.080200,,5800.00,1.01
790,K2-120,Transit,1,9.56274200,0.078000,,4349.90,0.69
791,K2-121,Transit,1,5.18575400,0.052000,,4471.38,0.71
792,K2-122,Transit,1,2.21940500,0.029000,74.00,3993.36,0.63
793,K2-123,Transit,1,30.95676300,0.167000,156.00,4075.67,0.65
794,K2-124,Transit,1,6.41353900,0.051000,,3560.70,0.44
795,K2-125,Transit,1,21.75026400,0.121000,,3654.47,0.49
796,K2-126,Transit,1,7.38707300,0.066000,,4367.83,0.70
797,K2-127,Transit,1,3.58816500,0.041000,,4387.84,0.70
798,K2-128,Transit,1,5.67581900,0.056000,,4469.51,0.71
799,K2-129,Transit,1,8.23949300,0.057000,,3459.09,0.36
800,K2-13,Transit,1,39.91488000,0.211400,,5698.00,0.80
801,K2-130,Transit,1,2.49412000,0.032000,,4356.47,0.70
802,K2-131,Transit,1,0.36930380,,,5200.00,0.84
803,K2-132,Transit,1,9.17510000,,,4840.00,1.08
804,K2-133,Transit,3,3.07120000,0.033000,,3655.00,0.51
805,K2-133,Transit,3,4.86820000,0.045000,,3655.00,0.51
806,K2-133,Transit,3,11.02340000,0.077000,,3655.00,0.51
807,K2-136,Transit,3,7.97529200,,,4499.00,0.74
808,K2-136,Transit,3,17.30713700,,,4499.00,0.74
809,K2-136,Transit,3,25.57506500,,,4499.00,0.74
810,K2-137,Transit,1,0.17971500,0.005800,,3492.00,0.46
811,K2-138,Transit,5,2.35322000,0.033800,183.00,5378.00,0.93
812,K2-138,Transit,5,3.55987000,0.044540,183.00,5378.00,0.93
813,K2-138,Transit,5,5.40478000,0.058830,183.00,5378.00,0.93
814,K2-138,Transit,5,8.26144000,0.078070,183.00,5378.00,0.93
815,K2-138,Transit,5,12.75759000,0.104300,183.00,5378.00,0.93
816,K2-139,Transit,1,28.38236000,0.179000,152.00,5340.00,0.92
817,K2-14,Transit,1,8.36802000,0.062700,,3789.00,0.47
818,K2-140,Transit,1,6.56930000,0.059100,340.24,5654.00,1.00
819,K2-141,Transit,2,0.28032440,,58.77,4599.00,0.71
820,K2-141,Transit,2,7.74850000,,58.77,4599.00,0.71
821,K2-146,Transit,1,2.64464600,0.026600,86.00,3385.00,0.36
822,K2-147,Transit,1,0.96191700,0.015900,88.00,3672.00,0.58
823,K2-148,Transit,3,4.38395000,0.045400,121.00,4079.00,0.65
824,K2-148,Transit,3,6.92260000,0.061600,121.00,4079.00,0.65
825,K2-148,Transit,3,9.75790000,0.077400,121.00,4079.00,0.65
826,K2-149,Transit,1,11.33200000,0.083000,118.00,3745.00,0.59
827,K2-15,Transit,1,11.81040000,0.091000,,5131.00,0.72
828,K2-150,Transit,1,10.59357000,0.072700,110.00,3499.00,0.46
829,K2-151,Transit,1,3.83559200,0.036500,62.70,3585.00,0.44
830,K2-152,Transit,1,32.65270000,0.173500,112.00,3940.00,0.65
831,K2-153,Transit,1,7.51554000,0.060100,126.00,3720.00,0.51
832,K2-154,Transit,2,3.67635000,0.040800,133.00,3978.00,0.67
833,K2-154,Transit,2,7.95478000,0.068300,133.00,3978.00,0.67
834,K2-155,Transit,3,6.34365000,0.054600,62.30,3919.00,0.54
835,K2-155,Transit,3,13.85402000,0.092000,62.30,3919.00,0.54
836,K2-155,Transit,3,40.68350000,0.188600,62.30,3919.00,0.54
837,K2-156,Transit,1,0.81314900,,,4460.00,0.64
838,K2-157,Transit,1,0.36525700,,,5456.00,0.94
839,K2-158,Transit,1,10.06210600,,,5489.00,0.93
840,K2-159,Transit,1,12.42107800,,,5419.00,0.89
841,K2-16,Transit,2,7.61880000,0.066700,,4742.00,0.68
842,K2-16,Transit,2,19.07863000,0.122900,,4742.00,0.68
843,K2-160,Transit,1,3.70587100,,,5649.00,0.98
844,K2-161,Transit,1,9.28318800,,,4972.00,0.99
845,K2-162,Transit,1,9.45774700,,,4885.00,0.78
846,K2-163,Transit,1,6.67311700,,,4937.00,0.83
847,K2-164,Transit,1,17.35506600,,,5791.00,1.18
848,K2-165,Transit,3,2.35499200,,,5185.00,0.83
849,K2-165,Transit,3,4.38274500,,,5185.00,0.83
850,K2-165,Transit,3,14.10136100,,,5185.00,0.83
851,K2-166,Transit,1,8.52721900,,,5922.00,1.07
852,K2-167,Transit,1,9.97748100,,78.12,5908.00,1.02
853,K2-168,Transit,1,15.85398900,,,5554.00,0.91
854,K2-169,Transit,1,6.38080300,,,5548.00,0.99
855,K2-17,Transit,1,17.96753000,0.119000,,4320.00,0.71
856,K2-170,Transit,2,7.57654400,,,5748.00,0.96
857,K2-170,Transit,2,12.40004700,,,5748.00,0.96
858,K2-171,Transit,1,5.62846600,,,5250.00,0.89
859,K2-172,Transit,2,14.31694100,,,5569.00,0.93
860,K2-172,Transit,2,29.62682000,,,5569.00,0.93
861,K2-173,Transit,1,5.86869900,,,5580.00,0.88
862,K2-174,Transit,1,19.56274300,,,4500.00,0.67
863,K2-175,Transit,1,9.52598800,,,5909.00,1.09
864,K2-176,Transit,1,5.32943900,,,5428.00,0.94
865,K2-177,Transit,1,14.15518500,,,6063.00,1.21
866,K2-178,Transit,1,8.74781800,,,5525.00,0.95
867,K2-179,Transit,1,5.17219100,,,5015.00,0.82
868,K2-18,Transit,2,32.93963000,0.143000,34.00,3457.00,0.36
869,K2-18,Radial Velocity,2,8.96200000,0.060000,34.00,3457.00,0.36
870,K2-180,Transit,1,8.86593200,,,5263.00,0.73
871,K2-181,Transit,1,6.89425200,,,5609.00,1.04
872,K2-182,Transit,1,4.73688400,,,5159.00,0.85
873,K2-183,Transit,3,0.46926900,,,5482.00,0.94
874,K2-183,Transit,3,10.79347100,,,5482.00,0.94
875,K2-183,Transit,3,22.62949600,,,5482.00,0.94
876,K2-184,Transit,1,16.99343500,,,5252.00,0.82
877,K2-185,Transit,1,10.61664600,,,5722.00,0.98
878,K2-186,Transit,1,41.47421900,,,5784.00,1.02
879,K2-187,Transit,4,0.77398100,,,5477.00,0.97
880,K2-187,Transit,4,2.87178800,,,5477.00,0.97
881,K2-187,Transit,4,7.14907900,,,5477.00,0.97
882,K2-187,Transit,4,13.60834100,,,5477.00,0.97
883,K2-188,Transit,2,1.74298300,,,5982.00,1.11
884,K2-188,Transit,2,7.80759500,,,5982.00,1.11
885,K2-189,Transit,2,5.17630000,,,5503.00,0.93
886,K2-189,Transit,2,6.67934000,,,5503.00,0.93
887,K2-19,Transit,3,7.91940000,0.074000,,5430.00,0.93
888,K2-19,Transit,3,11.90715000,0.097100,,5430.00,0.93
889,K2-19,Transit,3,2.50856000,0.034400,,5430.00,0.93
890,K2-190,Transit,2,10.09885800,,,5631.00,0.90
891,K2-190,Transit,2,21.57402300,,,5631.00,0.90
892,K2-191,Transit,1,2.85864600,,,5176.00,0.90
893,K2-192,Transit,1,4.16322100,,,5252.00,0.87
894,K2-193,Transit,1,14.78720700,,,5623.00,0.99
895,K2-194,Transit,1,39.72138600,,,5979.00,1.11
896,K2-195,Transit,2,15.85354300,,,5712.00,0.96
897,K2-195,Transit,2,28.48278600,,,5712.00,0.96
898,K2-196,Transit,1,48.32422200,,,6045.00,1.16
899,K2-197,Transit,1,8.35795400,,,5675.00,0.97
900,K2-198,Transit,1,17.04317900,,,5262.00,0.84
901,K2-199,Transit,2,3.22542300,,,4681.00,0.71
902,K2-199,Transit,2,7.37449700,,,4681.00,0.71
903,K2-200,Transit,1,2.84988300,,,5233.00,0.86
904,K2-201,Transit,2,1.05979000,,,5507.00,0.96
905,K2-201,Transit,2,22.77987800,,,5507.00,0.96
906,K2-202,Transit,1,3.40516400,,,5491.00,0.97
907,K2-203,Transit,1,9.69510100,,,5000.00,0.79
908,K2-204,Transit,1,7.05578400,,,5755.00,1.01
909,K2-205,Transit,1,26.67226300,,,5890.00,0.95
910,K2-206,Transit,1,18.29454900,,,5043.00,0.79
911,K2-207,Transit,1,12.48749000,,,5522.00,0.94
912,K2-208,Transit,1,4.19094800,,,5582.00,0.93
913,K2-209,Transit,1,2.08061500,,,4720.00,0.74
914,K2-21,Transit,2,9.32503800,0.076000,,4222.06,0.68
915,K2-21,Transit,2,15.50192000,0.107000,,4222.06,0.68
916,K2-210,Transit,1,0.57023300,,,5396.00,0.91
917,K2-211,Transit,1,0.66955800,,,5221.00,0.88
918,K2-212,Transit,1,9.79540000,,,4349.00,0.62
919,K2-213,Transit,1,8.13087000,,,5794.00,1.07
920,K2-214,Transit,1,8.59653100,,,5768.00,1.02
921,K2-215,Transit,1,8.26964800,,,5704.00,1.00
922,K2-216,Transit,1,2.17478900,,,4591.00,0.70
923,K2-217,Transit,1,14.07452400,,,5967.00,1.10
924,K2-218,Transit,1,8.67988500,,,5757.00,1.05
925,K2-219,Transit,3,3.90128700,,,5753.00,1.02
926,K2-219,Transit,3,6.66767000,,,5753.00,1.02
927,K2-219,Transit,3,11.13727800,,,5753.00,1.02
928,K2-22,Transit,1,0.38107800,0.008800,,3830.00,0.60
929,K2-220,Transit,1,13.68251100,,,5599.00,0.96
930,K2-221,Transit,1,2.39909400,,,5716.00,1.01
931,K2-222,Transit,1,15.38882500,,,5934.00,0.95
932,K2-223,Transit,2,0.50557000,,,5859.00,1.07
933,K2-223,Transit,2,4.56416900,,,5859.00,1.07
934,K2-224,Transit,1,4.47859100,,,5614.00,0.90
935,K2-225,Transit,1,15.87145500,,,5733.00,1.11
936,K2-226,Transit,1,3.27110600,,,5397.00,0.89
937,K2-227,Transit,1,13.62183200,,,5673.00,0.95
938,K2-228,Transit,1,2.69836800,,,4764.00,0.74
939,K2-229,Transit,2,0.58424900,0.012888,104.00,5185.00,0.84
940,K2-229,Transit,2,8.32834000,0.075770,104.00,5185.00,0.84
941,K2-230,Transit,1,2.86063600,,,6002.00,1.13
942,K2-24,Transit,2,20.88508000,0.154200,,5743.00,1.12
943,K2-24,Transit,2,42.36342000,0.247100,,5743.00,1.12
944,K2-25,Transit,1,3.48455200,,,3180.00,0.29
945,K2-26,Transit,1,14.56650000,0.096200,,3785.00,0.56
946,K2-27,Transit,1,6.77131500,0.067020,,5248.00,0.87
947,K2-28,Transit,1,2.26045500,0.021400,,3214.00,0.26
948,K2-29,Transit,1,3.25883210,0.042170,,5358.00,0.94
949,K2-3,Transit,3,10.05449000,0.076900,,3896.00,0.60
950,K2-3,Transit,3,24.64354000,0.139900,,3896.00,0.60
951,K2-3,Transit,3,44.55983000,0.207600,,3896.00,0.60
952,K2-30,Transit,1,4.09850300,0.048390,,5425.00,0.90
953,K2-31,Transit,1,1.25785000,0.022000,,5280.00,0.91
954,K2-32,Transit,3,8.99213000,0.080360,,5275.00,0.86
955,K2-32,Transit,3,20.66020000,0.139900,,5275.00,0.86
956,K2-32,Transit,3,31.71540000,0.186200,,5275.00,0.86
957,K2-33,Transit,1,5.42486500,,,3540.00,0.56
958,K2-34,Transit,1,2.99560700,0.044190,,6132.00,1.28
959,K2-35,Transit,2,5.60835200,0.055000,,4402.71,0.70
960,K2-35,Transit,2,2.39996400,0.031000,,4402.71,0.70
961,K2-36,Transit,2,1.42266000,0.023000,,4924.00,0.80
962,K2-36,Transit,2,5.34059000,0.055500,,4924.00,0.80
963,K2-37,Transit,3,4.44117000,0.051100,,5413.00,0.90
964,K2-37,Transit,3,6.42904000,0.065400,,5413.00,0.90
965,K2-37,Transit,3,14.09189000,0.110300,,5413.00,0.90
966,K2-38,Transit,2,4.01593000,0.050600,,5757.00,1.07
967,K2-38,Transit,2,10.56103000,0.096400,,5757.00,1.07
968,K2-39,Transit,1,4.60497000,0.057400,,4912.00,1.19
969,K2-4,Transit,1,10.00341700,0.078000,,4014.73,0.64
970,K2-42,Transit,1,6.68796000,0.061700,,4613.00,0.70
971,K2-43,Transit,1,3.47134100,0.038000,,3889.72,0.60
972,K2-44,Transit,1,5.65688000,0.065100,,5912.00,1.15
973,K2-45,Transit,1,1.72926840,0.022400,,4103.00,0.50
974,K2-46,Transit,1,19.15410000,0.138210,,6256.00,0.96
975,K2-47,Transit,1,31.63720000,0.177900,,5054.00,0.75
976,K2-48,Transit,1,20.50650000,0.134400,,4899.00,0.77
977,K2-49,Transit,1,2.77065000,0.030900,,4175.00,0.51
978,K2-5,Transit,2,5.73594000,0.053200,,3930.00,0.61
979,K2-5,Transit,2,10.93241000,0.081800,,3930.00,0.61
980,K2-50,Transit,1,8.75290000,0.070500,,4326.00,0.61
981,K2-52,Transit,1,3.53482000,0.048500,,6113.00,1.21
982,K2-53,Transit,1,12.20540000,0.097500,,5269.00,0.83
983,K2-54,Transit,1,9.78430000,0.067100,,3798.00,0.42
984,K2-55,Transit,1,2.84925800,0.034860,,4456.00,0.70
985,K2-57,Transit,1,9.00630000,0.074600,,4434.00,0.68
986,K2-58,Transit,3,7.05254000,0.069200,,5413.00,0.89
987,K2-58,Transit,3,2.53726000,0.035000,,5413.00,0.89
988,K2-58,Transit,3,22.88270000,0.151700,,5413.00,0.89
989,K2-59,Transit,2,20.69210000,0.135400,,5055.00,0.77
990,K2-59,Transit,2,11.29540000,0.090500,,5055.00,0.77
991,K2-6,Transit,1,30.94191000,0.189800,,5850.00,0.97
992,K2-60,Transit,1,3.00265000,0.045000,,5500.00,0.97
993,K2-61,Transit,1,2.57302000,0.039200,,6293.00,1.21
994,K2-62,Transit,2,6.67202000,0.063600,,4880.00,0.77
995,K2-62,Transit,2,16.19660000,0.114800,,4880.00,0.77
996,K2-63,Transit,1,20.25700000,0.162700,,6771.00,1.40
997,K2-64,Transit,1,6.53044000,0.061900,,5312.00,0.74
998,K2-65,Transit,1,12.64750000,0.101400,78.06,5213.00,0.87
999,K2-66,Transit,1,5.06963000,0.059830,,5887.00,1.11
1000,K2-68,Transit,1,8.05428000,0.070800,,4746.00,0.73
1001,K2-69,Transit,1,7.06599000,0.059100,,4127.00,0.55
1002,K2-7,Transit,1,28.67992000,0.181400,,5772.00,0.97
1003,K2-70,Transit,1,13.97896000,0.111200,,5622.00,0.94
1004,K2-71,Transit,1,6.98541000,0.055900,,4006.00,0.48
1005,K2-72,Transit,4,5.57721200,0.040000,,3360.47,0.27
1006,K2-72,Transit,4,15.18903400,0.078000,,3360.47,0.27
1007,K2-72,Transit,4,7.76017800,0.050000,,3360.47,0.27
1008,K2-72,Transit,4,24.15886800,0.106000,,3360.47,0.27
1009,K2-73,Transit,1,7.49543000,0.076190,,5922.00,1.05
1010,K2-74,Transit,1,19.56660000,0.140200,,6060.00,0.96
1011,K2-75,Transit,2,7.81420000,0.081000,,5995.00,1.16
1012,K2-75,Transit,2,18.31100000,0.142900,,5995.00,1.16
1013,K2-77,Transit,1,8.19979600,,,4970.00,0.80
1014,K2-79,Transit,1,10.99573000,0.098700,,5926.00,1.06
1015,K2-8,Transit,2,10.35239000,0.085600,,4870.00,0.78
1016,K2-8,Transit,2,5.06416000,0.053200,,4870.00,0.78
1017,K2-80,Transit,3,28.86725300,,,5441.00,0.90
1018,K2-80,Transit,3,19.09180000,0.135000,,5441.00,0.90
1019,K2-80,Transit,3,5.60500000,0.059600,,5441.00,0.90
1020,K2-81,Transit,1,6.10232500,0.059000,,4674.13,0.75
1021,K2-83,Transit,2,2.74697000,0.030140,,3910.00,0.48
1022,K2-83,Transit,2,9.99767000,0.071310,,3910.00,0.48
1023,K2-84,Transit,2,6.42150000,0.066500,,5652.00,0.95
1024,K2-84,Transit,2,27.86000000,0.176800,,5652.00,0.95
1025,K2-85,Transit,1,0.68453300,0.012630,,4268.00,0.57
1026,K2-86,Transit,1,8.77683000,0.077000,,5482.00,0.79
1027,K2-87,Transit,1,9.72739000,0.087600,,5406.00,0.95
1028,K2-88,Transit,1,4.61220000,0.034500,,3537.00,0.26
1029,K2-89,Transit,1,1.09602600,0.014620,,3691.00,0.35
1030,K2-9,Transit,1,18.44980000,0.091000,,3390.00,0.30
1031,K2-90,Transit,2,13.73490700,0.100000,,4421.98,0.70
1032,K2-90,Transit,2,2.90070600,0.035000,,4421.98,0.70
1033,K2-91,Transit,1,1.41954900,0.016400,,3622.00,0.29
1034,K2-95,Transit,1,10.13389000,0.065300,,3471.00,0.36
1035,K2-97,Transit,1,8.40610000,,,4790.00,1.16
1036,K2-98,Transit,1,10.13675000,0.094300,,6120.00,1.07
1037,K2-99,Transit,1,18.24900000,0.159000,,5990.00,1.60
1038,KELT-1,Transit,1,1.21751400,0.024660,262.00,6518.00,1.32
1039,KELT-10,Transit,1,4.16627390,0.052500,183.00,5948.00,1.11
1040,KELT-11,Transit,1,4.73652900,0.062290,98.00,5370.00,1.44
1041,KELT-12,Transit,1,5.03162300,0.067080,360.00,6279.00,1.59
1042,KELT-14,Transit,1,1.71005660,0.030050,266.00,5720.00,1.24
1043,KELT-15,Transit,1,3.32944100,0.046130,291.00,6003.00,1.18
1044,KELT-16,Transit,1,0.96899510,0.020440,395.26,6236.00,1.21
1045,KELT-17,Transit,1,3.08017160,0.048810,210.00,7454.00,1.64
1046,KELT-18,Transit,1,2.87175180,0.045500,311.00,6670.00,1.52
1047,KELT-19 A,Transit,1,4.61170930,0.063700,292.00,7500.00,1.62
1048,KELT-2 A,Transit,1,4.11379120,0.054960,124.22,6151.00,1.31
1049,KELT-20,Transit,1,3.47410850,0.054200,139.70,8720.00,1.76
1050,KELT-21,Transit,1,3.61276470,0.052240,415.00,7598.00,1.46
1051,KELT-3,Transit,1,2.70339040,0.041220,178.00,6306.00,1.28
1052,KELT-4 A,Transit,1,2.98959320,0.043170,210.00,6206.00,1.20
1053,KELT-6,Transit,2,7.84558210,0.080000,222.00,6272.00,1.13
1054,KELT-6,Radial Velocity,2,1276.00000000,2.390000,222.00,6272.00,1.13
1055,KELT-7,Transit,1,2.73477490,0.044150,129.00,6789.00,1.53
1056,KELT-8,Transit,1,3.24406000,0.045710,236.00,5754.00,1.21
1057,KELT-9,Transit,1,1.48112350,0.034620,188.70,10170.00,2.52
1058,KIC 10001893,Orbital Brightness Modulation,3,0.21970000,,,27500.00,
1059,KIC 10001893,Orbital Brightness Modulation,3,0.32528000,,,27500.00,
1060,KIC 10001893,Orbital Brightness Modulation,3,0.81161000,,,27500.00,
1061,KIC 10525077,Transit,1,854.08300000,,,6091.00,1.01
1062,KIC 3558849,Transit,1,1322.30000000,,,6175.00,0.98
1063,KIC 5437945,Transit,2,440.78130000,,,6340.00,1.07
1064,KIC 5951458,Transit,1,1320.10000000,,,6258.00,0.98
1065,KIC 7917485,Pulsation Timing Variations,1,840.00000000,,,7067.00,1.63
1066,KOI-7892,Transit,2,31.80990000,,,6474.00,1.04
1067,KOI-7892,Transit,2,75.20000000,,,6474.00,1.04
1068,KIC 9663113,Transit,2,572.38470000,,,6065.00,0.98
1069,KOI-12,Transit,1,17.85523330,0.151000,426.00,6820.00,1.45
1070,KOI-1257,Transit,1,86.64766100,0.382000,900.00,5520.00,0.99
1071,KOI-13,Transit,1,1.76358800,0.036410,,7650.00,1.72
1072,KOI-142,Transit,2,10.95416000,,339.00,5471.00,0.96
1073,KOI-142,Transit Timing Variations,2,22.33950000,0.155250,339.00,5471.00,0.96
1074,KOI-217,Transit,1,3.90512000,0.047700,800.00,5545.00,0.95
1075,KOI-351,Transit,8,7.00815100,0.074000,780.00,6080.00,1.20
1076,KOI-351,Transit,8,8.71937500,0.089000,780.00,6080.00,1.20
1077,KOI-351,Transit,8,59.73667000,0.320000,780.00,6080.00,1.20
1078,KOI-351,Transit,8,91.93913000,0.420000,780.00,6080.00,1.20
1079,KOI-351,Transit,8,124.91440000,0.480000,780.00,6080.00,1.20
1080,KOI-351,Transit,8,210.60697000,0.710000,780.00,6080.00,1.20
1081,KOI-351,Transit,8,331.60059000,1.010000,780.00,6080.00,1.20
1082,KOI-351,Transit,8,14.44912000,,780.00,6080.00,1.20
1083,KOI-55,Orbital Brightness Modulation,2,0.24010400,0.006000,1180.00,27730.00,0.50
